song	album_name	release_date	popularity	duration	danceability	date	rank
you belong with me	Fearless Platinum Edition	2008-11-11	52.0	231146.0	0.687	2010-01-16	17.0
fifteen	Fearless Platinum Edition	2008-11-11	46.0	294346.0	0.559	2010-01-23	37.0
you belong with me	Fearless Platinum Edition	2008-11-11	52.0	231146.0	0.687	2010-01-23	16.0
fifteen	Fearless Platinum Edition	2008-11-11	46.0	294346.0	0.559	2010-01-30	36.0
you belong with me	Fearless Platinum Edition	2008-11-11	52.0	231146.0	0.687	2010-01-30	22.0
fifteen	Fearless Platinum Edition	2008-11-11	46.0	294346.0	0.559	2010-02-06	40.0
you belong with me	Fearless Platinum Edition	2008-11-11	52.0	231146.0	0.687	2010-02-06	27.0
today was a fairytale	Today Was A Fairytale	2010-01-01	43.0	241813.0	0.485	2010-02-06	2.0
you belong with me	Fearless Platinum Edition	2008-11-11	52.0	231146.0	0.687	2010-02-13	26.0
today was a fairytale	Today Was A Fairytale	2010-01-01	43.0	241813.0	0.485	2010-02-13	22.0
fearless	Fearless Platinum Edition	2008-11-11	46.0	242000.0	0.598	2010-02-20	99.0
you belong with me	Fearless Platinum Edition	2008-11-11	52.0	231146.0	0.687	2010-02-20	27.0
today was a fairytale	Today Was A Fairytale	2010-01-01	43.0	241813.0	0.485	2010-02-20	39.0
fearless	Fearless Platinum Edition	2008-11-11	46.0	242000.0	0.598	2010-02-27	97.0
you belong with me	Fearless Platinum Edition	2008-11-11	52.0	231146.0	0.687	2010-02-27	29.0
today was a fairytale	Today Was A Fairytale	2010-01-01	43.0	241813.0	0.485	2010-02-27	30.0
you belong with me	Fearless Platinum Edition	2008-11-11	52.0	231146.0	0.687	2010-03-06	35.0
today was a fairytale	Today Was A Fairytale	2010-01-01	43.0	241813.0	0.485	2010-03-06	24.0
fearless	Fearless Platinum Edition	2008-11-11	46.0	242000.0	0.598	2010-03-13	94.0
you belong with me	Fearless Platinum Edition	2008-11-11	52.0	231146.0	0.687	2010-03-13	33.0
today was a fairytale	Today Was A Fairytale	2010-01-01	43.0	241813.0	0.485	2010-03-13	31.0
fearless	Fearless Platinum Edition	2008-11-11	46.0	242000.0	0.598	2010-03-20	87.0
you belong with me	Fearless Platinum Edition	2008-11-11	52.0	231146.0	0.687	2010-03-20	36.0
today was a fairytale	Today Was A Fairytale	2010-01-01	43.0	241813.0	0.485	2010-03-20	30.0
fearless	Fearless Platinum Edition	2008-11-11	46.0	242000.0	0.598	2010-03-27	77.0
you belong with me	Fearless Platinum Edition	2008-11-11	52.0	231146.0	0.687	2010-03-27	39.0
today was a fairytale	Today Was A Fairytale	2010-01-01	43.0	241813.0	0.485	2010-03-27	30.0
fearless	Fearless Platinum Edition	2008-11-11	46.0	242000.0	0.598	2010-04-03	77.0
you belong with me	Fearless Platinum Edition	2008-11-11	52.0	231146.0	0.687	2010-04-03	45.0
today was a fairytale	Today Was A Fairytale	2010-01-01	43.0	241813.0	0.485	2010-04-03	35.0
fearless	Fearless Platinum Edition	2008-11-11	46.0	242000.0	0.598	2010-04-10	76.0
you belong with me	Fearless Platinum Edition	2008-11-11	52.0	231146.0	0.687	2010-04-10	45.0
today was a fairytale	Today Was A Fairytale	2010-01-01	43.0	241813.0	0.485	2010-04-10	36.0
fearless	Fearless Platinum Edition	2008-11-11	46.0	242000.0	0.598	2010-04-17	76.0
you belong with me	Fearless Platinum Edition	2008-11-11	52.0	231146.0	0.687	2010-04-17	50.0
today was a fairytale	Today Was A Fairytale	2010-01-01	43.0	241813.0	0.485	2010-04-17	38.0
fearless	Fearless Platinum Edition	2008-11-11	46.0	242000.0	0.598	2010-04-24	78.0
today was a fairytale	Today Was A Fairytale	2010-01-01	43.0	241813.0	0.485	2010-04-24	41.0
fearless	Fearless Platinum Edition	2008-11-11	46.0	242000.0	0.598	2010-05-01	84.0
today was a fairytale	Today Was A Fairytale	2010-01-01	43.0	241813.0	0.485	2010-05-01	56.0
today was a fairytale	Today Was A Fairytale	2010-01-01	43.0	241813.0	0.485	2010-05-08	65.0
today was a fairytale	Today Was A Fairytale	2010-01-01	43.0	241813.0	0.485	2010-05-15	81.0
today was a fairytale	Today Was A Fairytale	2010-01-01	43.0	241813.0	0.485	2010-05-22	85.0
today was a fairytale	Today Was A Fairytale	2010-01-01	43.0	241813.0	0.485	2010-05-29	96.0
today was a fairytale	Today Was A Fairytale	2010-01-01	43.0	241813.0	0.485	2010-06-05	97.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2010-08-21	3.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2010-08-28	8.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2010-09-04	14.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2010-09-11	9.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2010-09-18	7.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2010-09-25	10.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2010-10-02	12.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2010-10-09	11.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2010-10-16	12.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2010-10-23	14.0
speak now	Speak Now (Deluxe Edition)	2010-10-25	56.0	240760.0	0.709	2010-10-23	8.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2010-10-30	14.0
back to december	Speak Now (Deluxe Edition)	2010-10-25	59.0	293026.0	0.529	2010-10-30	6.0
speak now	Speak Now (Deluxe Edition)	2010-10-25	56.0	240760.0	0.709	2010-10-30	45.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2010-11-06	13.0
back to december	Speak Now (Deluxe Edition)	2010-10-25	59.0	293026.0	0.529	2010-11-06	30.0
speak now	Speak Now (Deluxe Edition)	2010-10-25	56.0	240760.0	0.709	2010-11-06	86.0
mean	Speak Now (Deluxe Edition)	2010-10-25	56.0	237733.0	0.568	2010-11-06	11.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2010-11-13	21.0
sparks fly	Speak Now (Deluxe Edition)	2010-10-25	58.0	260933.0	0.605	2010-11-13	17.0
dear john	Speak Now (Deluxe Edition)	2010-10-25	61.0	403920.0	0.589	2010-11-13	54.0
the story of us	Speak Now (Deluxe Edition)	2010-10-25	57.0	265666.0	0.543	2010-11-13	41.0
never grow up	Speak Now (Deluxe Edition)	2010-10-25	57.0	290466.0	0.714	2010-11-13	84.0
enchanted	Speak Now (Deluxe Edition)	2010-10-25	60.0	352186.0	0.455	2010-11-13	75.0
better than revenge	Speak Now (Deluxe Edition)	2010-10-25	64.0	217160.0	0.516	2010-11-13	56.0
innocent	Speak Now (Deluxe Edition)	2010-10-25	52.0	302253.0	0.552	2010-11-13	27.0
haunted	Speak Now (Deluxe Edition)	2010-10-25	59.0	242080.0	0.436	2010-11-13	63.0
last kiss	Speak Now (Deluxe Edition)	2010-10-25	59.0	367133.0	0.371	2010-11-13	71.0
long live	Speak Now (Deluxe Edition)	2010-10-25	57.0	317453.0	0.418	2010-11-13	85.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2010-11-20	16.0
sparks fly	Speak Now (Deluxe Edition)	2010-10-25	58.0	260933.0	0.605	2010-11-20	78.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2010-11-27	23.0
back to december	Speak Now (Deluxe Edition)	2010-10-25	59.0	293026.0	0.529	2010-11-27	74.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2010-12-04	33.0
back to december	Speak Now (Deluxe Edition)	2010-10-25	59.0	293026.0	0.529	2010-12-04	67.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2010-12-11	37.0
back to december	Speak Now (Deluxe Edition)	2010-10-25	59.0	293026.0	0.529	2010-12-11	47.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2010-12-18	47.0
back to december	Speak Now (Deluxe Edition)	2010-10-25	59.0	293026.0	0.529	2010-12-18	43.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2010-12-25	50.0
back to december	Speak Now (Deluxe Edition)	2010-10-25	59.0	293026.0	0.529	2010-12-25	34.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2011-01-01	52.0
back to december	Speak Now (Deluxe Edition)	2010-10-25	59.0	293026.0	0.529	2011-01-01	26.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2011-01-08	42.0
back to december	Speak Now (Deluxe Edition)	2010-10-25	59.0	293026.0	0.529	2011-01-08	27.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2011-01-15	31.0
back to december	Speak Now (Deluxe Edition)	2010-10-25	59.0	293026.0	0.529	2011-01-15	25.0
mine	Speak Now (Deluxe Edition)	2010-10-25	57.0	230706.0	0.624	2011-01-22	50.0
back to december	Speak Now (Deluxe Edition)	2010-10-25	59.0	293026.0	0.529	2011-01-22	25.0
back to december	Speak Now (Deluxe Edition)	2010-10-25	59.0	293026.0	0.529	2011-01-29	26.0
back to december	Speak Now (Deluxe Edition)	2010-10-25	59.0	293026.0	0.529	2011-02-05	22.0
back to december	Speak Now (Deluxe Edition)	2010-10-25	59.0	293026.0	0.529	2011-02-12	18.0
back to december	Speak Now (Deluxe Edition)	2010-10-25	59.0	293026.0	0.529	2011-02-19	20.0
back to december	Speak Now (Deluxe Edition)	2010-10-25	59.0	293026.0	0.529	2011-02-26	24.0
back to december	Speak Now (Deluxe Edition)	2010-10-25	59.0	293026.0	0.529	2011-03-05	24.0
back to december	Speak Now (Deluxe Edition)	2010-10-25	59.0	293026.0	0.529	2011-03-12	29.0
back to december	Speak Now (Deluxe Edition)	2010-10-25	59.0	293026.0	0.529	2011-03-19	32.0
back to december	Speak Now (Deluxe Edition)	2010-10-25	59.0	293026.0	0.529	2011-03-26	37.0
mean	Speak Now (Deluxe Edition)	2010-10-25	56.0	237733.0	0.568	2011-04-09	90.0
mean	Speak Now (Deluxe Edition)	2010-10-25	56.0	237733.0	0.568	2011-04-16	67.0
mean	Speak Now (Deluxe Edition)	2010-10-25	56.0	237733.0	0.568	2011-04-23	48.0
mean	Speak Now (Deluxe Edition)	2010-10-25	56.0	237733.0	0.568	2011-04-30	51.0
mean	Speak Now (Deluxe Edition)	2010-10-25	56.0	237733.0	0.568	2011-05-07	50.0
mean	Speak Now (Deluxe Edition)	2010-10-25	56.0	237733.0	0.568	2011-05-14	54.0
mean	Speak Now (Deluxe Edition)	2010-10-25	56.0	237733.0	0.568	2011-05-21	46.0
mean	Speak Now (Deluxe Edition)	2010-10-25	56.0	237733.0	0.568	2011-05-28	37.0
the story of us	Speak Now (Deluxe Edition)	2010-10-25	57.0	265666.0	0.543	2011-05-28	98.0
mean	Speak Now (Deluxe Edition)	2010-10-25	56.0	237733.0	0.568	2011-06-04	34.0
the story of us	Speak Now (Deluxe Edition)	2010-10-25	57.0	265666.0	0.543	2011-06-04	88.0
mean	Speak Now (Deluxe Edition)	2010-10-25	56.0	237733.0	0.568	2011-06-11	39.0
the story of us	Speak Now (Deluxe Edition)	2010-10-25	57.0	265666.0	0.543	2011-06-11	77.0
mean	Speak Now (Deluxe Edition)	2010-10-25	56.0	237733.0	0.568	2011-06-18	33.0
the story of us	Speak Now (Deluxe Edition)	2010-10-25	57.0	265666.0	0.543	2011-06-18	72.0
mean	Speak Now (Deluxe Edition)	2010-10-25	56.0	237733.0	0.568	2011-06-25	37.0
the story of us	Speak Now (Deluxe Edition)	2010-10-25	57.0	265666.0	0.543	2011-06-25	66.0
mean	Speak Now (Deluxe Edition)	2010-10-25	56.0	237733.0	0.568	2011-07-02	31.0
the story of us	Speak Now (Deluxe Edition)	2010-10-25	57.0	265666.0	0.543	2011-07-02	67.0
mean	Speak Now (Deluxe Edition)	2010-10-25	56.0	237733.0	0.568	2011-07-09	34.0
the story of us	Speak Now (Deluxe Edition)	2010-10-25	57.0	265666.0	0.543	2011-07-09	67.0
mean	Speak Now (Deluxe Edition)	2010-10-25	56.0	237733.0	0.568	2011-07-16	39.0
the story of us	Speak Now (Deluxe Edition)	2010-10-25	57.0	265666.0	0.543	2011-07-16	72.0
mean	Speak Now (Deluxe Edition)	2010-10-25	56.0	237733.0	0.568	2011-07-23	44.0
the story of us	Speak Now (Deluxe Edition)	2010-10-25	57.0	265666.0	0.543	2011-07-23	69.0
mean	Speak Now (Deluxe Edition)	2010-10-25	56.0	237733.0	0.568	2011-07-30	55.0
the story of us	Speak Now (Deluxe Edition)	2010-10-25	57.0	265666.0	0.543	2011-07-30	83.0
mean	Speak Now (Deluxe Edition)	2010-10-25	56.0	237733.0	0.568	2011-08-06	61.0
the story of us	Speak Now (Deluxe Edition)	2010-10-25	57.0	265666.0	0.543	2011-08-06	97.0
mean	Speak Now (Deluxe Edition)	2010-10-25	56.0	237733.0	0.568	2011-08-13	63.0
sparks fly	Speak Now (Deluxe Edition)	2010-10-25	58.0	260933.0	0.605	2011-08-27	84.0
sparks fly	Speak Now (Deluxe Edition)	2010-10-25	58.0	260933.0	0.605	2011-09-03	70.0
sparks fly	Speak Now (Deluxe Edition)	2010-10-25	58.0	260933.0	0.605	2011-09-10	67.0
sparks fly	Speak Now (Deluxe Edition)	2010-10-25	58.0	260933.0	0.605	2011-09-17	68.0
sparks fly	Speak Now (Deluxe Edition)	2010-10-25	58.0	260933.0	0.605	2011-09-24	64.0
sparks fly	Speak Now (Deluxe Edition)	2010-10-25	58.0	260933.0	0.605	2011-10-01	57.0
sparks fly	Speak Now (Deluxe Edition)	2010-10-25	58.0	260933.0	0.605	2011-10-08	59.0
sparks fly	Speak Now (Deluxe Edition)	2010-10-25	58.0	260933.0	0.605	2011-10-15	60.0
sparks fly	Speak Now (Deluxe Edition)	2010-10-25	58.0	260933.0	0.605	2011-10-22	54.0
sparks fly	Speak Now (Deluxe Edition)	2010-10-25	58.0	260933.0	0.605	2011-10-29	50.0
sparks fly	Speak Now (Deluxe Edition)	2010-10-25	58.0	260933.0	0.605	2011-11-05	49.0
sparks fly	Speak Now (Deluxe Edition)	2010-10-25	58.0	260933.0	0.605	2011-11-12	46.0
sparks fly	Speak Now (Deluxe Edition)	2010-10-25	58.0	260933.0	0.605	2011-11-19	42.0
sparks fly	Speak Now (Deluxe Edition)	2010-10-25	58.0	260933.0	0.605	2011-11-26	49.0
haunted	Speak Now (Deluxe Edition)	2010-10-25	59.0	242080.0	0.436	2011-11-26	98.0
ours	Speak Now (Deluxe Edition)	2010-10-25	58.0	237920.0	0.608	2011-11-26	13.0
if this was a movie	Speak Now (Deluxe Edition)	2010-10-25	56.0	234546.0	0.511	2011-11-26	10.0
superman	Speak Now (Deluxe Edition)	2010-10-25	53.0	275960.0	0.582	2011-11-26	26.0
sparks fly	Speak Now (Deluxe Edition)	2010-10-25	58.0	260933.0	0.605	2011-12-03	54.0
ours	Speak Now (Deluxe Edition)	2010-10-25	58.0	237920.0	0.608	2011-12-03	56.0
if this was a movie	Speak Now (Deluxe Edition)	2010-10-25	56.0	234546.0	0.511	2011-12-03	53.0
sparks fly	Speak Now (Deluxe Edition)	2010-10-25	58.0	260933.0	0.605	2011-12-10	55.0
ours	Speak Now (Deluxe Edition)	2010-10-25	58.0	237920.0	0.608	2011-12-10	81.0
sparks fly	Speak Now (Deluxe Edition)	2010-10-25	58.0	260933.0	0.605	2011-12-17	65.0
ours	Speak Now (Deluxe Edition)	2010-10-25	58.0	237920.0	0.608	2011-12-17	83.0
sparks fly	Speak Now (Deluxe Edition)	2010-10-25	58.0	260933.0	0.605	2011-12-24	85.0
ours	Speak Now (Deluxe Edition)	2010-10-25	58.0	237920.0	0.608	2011-12-24	65.0
ours	Speak Now (Deluxe Edition)	2010-10-25	58.0	237920.0	0.608	2011-12-31	47.0
ours	Speak Now (Deluxe Edition)	2010-10-25	58.0	237920.0	0.608	2012-01-07	45.0
ours	Speak Now (Deluxe Edition)	2010-10-25	58.0	237920.0	0.608	2012-01-14	43.0
ours	Speak Now (Deluxe Edition)	2010-10-25	58.0	237920.0	0.608	2012-01-21	43.0
ours	Speak Now (Deluxe Edition)	2010-10-25	58.0	237920.0	0.608	2012-01-28	47.0
ours	Speak Now (Deluxe Edition)	2010-10-25	58.0	237920.0	0.608	2012-02-04	44.0
ours	Speak Now (Deluxe Edition)	2010-10-25	58.0	237920.0	0.608	2012-02-11	46.0
ours	Speak Now (Deluxe Edition)	2010-10-25	58.0	237920.0	0.608	2012-02-18	42.0
ours	Speak Now (Deluxe Edition)	2010-10-25	58.0	237920.0	0.608	2012-02-25	47.0
ours	Speak Now (Deluxe Edition)	2010-10-25	58.0	237920.0	0.608	2012-03-03	46.0
ours	Speak Now (Deluxe Edition)	2010-10-25	58.0	237920.0	0.608	2012-03-10	45.0
ours	Speak Now (Deluxe Edition)	2010-10-25	58.0	237920.0	0.608	2012-03-17	48.0
ours	Speak Now (Deluxe Edition)	2010-10-25	58.0	237920.0	0.608	2012-03-24	39.0
ours	Speak Now (Deluxe Edition)	2010-10-25	58.0	237920.0	0.608	2012-03-31	41.0
ours	Speak Now (Deluxe Edition)	2010-10-25	58.0	237920.0	0.608	2012-04-07	42.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2012-08-25	72.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2012-09-01	1.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2012-09-08	1.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2012-09-15	2.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2012-09-22	1.0
ronan	Ronan	2012-09-08	44.0	265306.0	0.565	2012-09-22	16.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2012-09-29	2.0
ronan	Ronan	2012-09-08	44.0	265306.0	0.565	2012-09-29	36.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2012-10-06	4.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2012-10-13	4.0
begin again	Red (Deluxe Edition)	2012-10-22	46.0	237613.0	0.53	2012-10-13	7.0
red	Red (Deluxe Edition)	2012-10-22	53.0	220826.0	0.602	2012-10-20	6.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2012-10-20	5.0
begin again	Red (Deluxe Edition)	2012-10-22	46.0	237613.0	0.53	2012-10-20	52.0
red	Red (Deluxe Edition)	2012-10-22	53.0	220826.0	0.602	2012-10-27	54.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2012-10-27	3.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2012-10-27	5.0
begin again	Red (Deluxe Edition)	2012-10-22	46.0	237613.0	0.53	2012-10-27	70.0
state of grace	Red (Deluxe Edition)	2012-10-22	48.0	295186.0	0.588	2012-11-03	13.0
red	Red (Deluxe Edition)	2012-10-22	53.0	220826.0	0.602	2012-11-03	77.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2012-11-03	23.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2012-11-03	4.0
begin again	Red (Deluxe Edition)	2012-10-22	46.0	237613.0	0.53	2012-11-03	78.0
all too well	Red (Deluxe Edition)	2012-10-22	63.0	327893.0	0.602	2012-11-10	80.0
22	Red (Deluxe Edition)	2012-10-22	57.0	230133.0	0.658	2012-11-10	44.0
i almost do	Red (Deluxe Edition)	2012-10-22	48.0	242573.0	0.567	2012-11-10	65.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2012-11-10	11.0
stay stay stay	Red (Deluxe Edition)	2012-10-22	48.0	204826.0	0.729	2012-11-10	91.0
everything has changed	Red (Deluxe Edition)	2012-10-22	49.0	243933.0	0.624	2012-11-10	67.0
red	Red (Deluxe Edition)	2012-10-22	53.0	220826.0	0.602	2012-11-17	89.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2012-11-17	59.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2012-11-17	5.0
begin again	Red (Deluxe Edition)	2012-10-22	46.0	237613.0	0.53	2012-11-17	68.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2012-11-24	73.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2012-11-24	7.0
begin again	Red (Deluxe Edition)	2012-10-22	46.0	237613.0	0.53	2012-11-24	71.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2012-12-01	77.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2012-12-01	9.0
begin again	Red (Deluxe Edition)	2012-10-22	46.0	237613.0	0.53	2012-12-01	73.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2012-12-08	47.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2012-12-08	11.0
begin again	Red (Deluxe Edition)	2012-10-22	46.0	237613.0	0.53	2012-12-08	78.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2012-12-15	32.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2012-12-15	15.0
begin again	Red (Deluxe Edition)	2012-10-22	46.0	237613.0	0.53	2012-12-15	77.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2012-12-22	15.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2012-12-22	25.0
begin again	Red (Deluxe Edition)	2012-10-22	46.0	237613.0	0.53	2012-12-22	78.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2012-12-29	10.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2012-12-29	27.0
begin again	Red (Deluxe Edition)	2012-10-22	46.0	237613.0	0.53	2012-12-29	75.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-01-05	4.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2013-01-05	29.0
begin again	Red (Deluxe Edition)	2012-10-22	46.0	237613.0	0.53	2013-01-05	76.0
red	Red (Deluxe Edition)	2012-10-22	53.0	220826.0	0.602	2013-01-12	80.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-01-12	2.0
22	Red (Deluxe Edition)	2012-10-22	57.0	230133.0	0.658	2013-01-12	84.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2013-01-12	17.0
begin again	Red (Deluxe Edition)	2012-10-22	46.0	237613.0	0.53	2013-01-12	63.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-01-19	3.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2013-01-19	25.0
begin again	Red (Deluxe Edition)	2012-10-22	46.0	237613.0	0.53	2013-01-19	73.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-01-26	4.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2013-01-26	39.0
begin again	Red (Deluxe Edition)	2012-10-22	46.0	237613.0	0.53	2013-01-26	73.0
the moment i knew	Red (Deluxe Edition)	2012-10-22	43.0	285560.0	0.62	2013-01-26	64.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-02-02	5.0
we are never ever getting back together	Red (Deluxe Edition)	2012-10-22	52.0	191880.0	0.628	2013-02-02	46.0
begin again	Red (Deluxe Edition)	2012-10-22	46.0	237613.0	0.53	2013-02-02	73.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-02-09	4.0
begin again	Red (Deluxe Edition)	2012-10-22	46.0	237613.0	0.53	2013-02-09	78.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-02-16	5.0
begin again	Red (Deluxe Edition)	2012-10-22	46.0	237613.0	0.53	2013-02-16	75.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-02-23	5.0
begin again	Red (Deluxe Edition)	2012-10-22	46.0	237613.0	0.53	2013-02-23	71.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-03-02	5.0
begin again	Red (Deluxe Edition)	2012-10-22	46.0	237613.0	0.53	2013-03-02	65.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-03-09	4.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-03-16	4.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-03-23	6.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-03-30	7.0
22	Red (Deluxe Edition)	2012-10-22	57.0	230133.0	0.658	2013-03-30	64.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-04-06	10.0
22	Red (Deluxe Edition)	2012-10-22	57.0	230133.0	0.658	2013-04-06	26.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-04-13	12.0
22	Red (Deluxe Edition)	2012-10-22	57.0	230133.0	0.658	2013-04-13	33.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-04-20	16.0
22	Red (Deluxe Edition)	2012-10-22	57.0	230133.0	0.658	2013-04-20	34.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-04-27	19.0
22	Red (Deluxe Edition)	2012-10-22	57.0	230133.0	0.658	2013-04-27	32.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-05-04	25.0
22	Red (Deluxe Edition)	2012-10-22	57.0	230133.0	0.658	2013-05-04	24.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-05-11	34.0
22	Red (Deluxe Edition)	2012-10-22	57.0	230133.0	0.658	2013-05-11	20.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-05-18	35.0
22	Red (Deluxe Edition)	2012-10-22	57.0	230133.0	0.658	2013-05-18	21.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-05-25	36.0
22	Red (Deluxe Edition)	2012-10-22	57.0	230133.0	0.658	2013-05-25	25.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-06-01	41.0
22	Red (Deluxe Edition)	2012-10-22	57.0	230133.0	0.658	2013-06-01	26.0
i knew you were trouble.	Red (Deluxe Edition)	2012-10-22	53.0	217973.0	0.622	2013-06-08	48.0
